code	display_name
404356000	Salmonella IIIb 35:r:z35 (organism)
404357009	Salmonella IIIb 35:r:z61 (organism)
404362005	Salmonella IIIb 35:z52:1,5,7 (organism)
404363000	Salmonella IIIb 35:z52:e,n,x,z15 (organism)
404364006	Salmonella IIIb 35:z52:z (organism)
404365007	Salmonella IIIb 35:z52:z35 (organism)
404372008	Salmonella IIIb 38:(k):1,5,7 (organism)
404373003	Salmonella IIIb 38:(k):z (organism)
114718008	Salmonella IIIb 38:(k):z35 (organism)
404374009	Salmonella IIIb 38:(k):z35:(z56) (organism)
404375005	Salmonella IIIb 38:(k):z54 (organism)
404376006	Salmonella IIIb 38:(k):z55 (organism)
404378007	Salmonella IIIb 38:i:z53 (organism)
114717003	Salmonella IIIb 38:k: e,n,x,z15 (organism)
404379004	Salmonella IIIb 38:k:z (organism)
404380001	Salmonella IIIb 38:k:z53 (organism)
404381002	Salmonella IIIb 38:l,v:z (organism)
404382009	Salmonella IIIb 38:l,v:z35 (organism)
404383004	Salmonella IIIb 38:l,v:z35:[z54] (organism)
404384005	Salmonella IIIb 38:r:1,5,7 (organism)
114720006	Salmonella IIIb 38:r:z:[z57] (organism)
404385006	Salmonella IIIb 38:r:z35 (organism)
404387003	Salmonella IIIb 38:z10:z (organism)
404388008	Salmonella IIIb 38:z10:z53 (organism)
404389000	Salmonella IIIb 38:z52:z35 (organism)
114724002	Salmonella IIIb 38:z53:- (organism)
114725001	Salmonella IIIb 38:z61:[z53] (organism)
404402006	Salmonella IIIb 40:i:1,5,7 (organism)
404403001	Salmonella IIIb 40:k:z:z57 (organism)
404404007	Salmonella IIIb 40:k:z53 (organism)
404405008	Salmonella IIIb 40:l,v:z (organism)
404406009	Salmonella IIIb 40:l,v:z53 (organism)
404407000	Salmonella IIIb 40:z10:z35 (organism)
114765002	Salmonella IIIb 40:z39:1,6 (organism)
404421003	Salmonella IIIb 41:(k):z35 (organism)
404422005	Salmonella IIIb 41:c:e,n,x,z15 (organism)
404437009	Salmonella IIIb 42:(k):z35 (organism)
114799004	Salmonella IIIb 42:k:e,n,x,z15 (organism)
404439007	Salmonella IIIb 42:k:z (organism)
404440009	Salmonella IIIb 42:l,v:1,5,7 (organism)
404441008	Salmonella IIIb 42:l,v:e,n,x,z15 (organism)
404442001	Salmonella IIIb 42:l,v:z (organism)
404443006	Salmonella IIIb 42:l,v:z53 (organism)
404445004	Salmonella IIIb 42:r:z (organism)
404446003	Salmonella IIIb 42:r:z53 (organism)
404447007	Salmonella IIIb 42:z10:z (organism)
404448002	Salmonella IIIb 42:z10:z35 (organism)
114811008	Salmonella IIIb 42:z10:z67 (organism)
404451009	Salmonella IIIb 42:z52:z (organism)
404458003	Salmonella IIIb 43:k:z (organism)
404459006	Salmonella IIIb 43:l,v:z53 (organism)
404460001	Salmonella IIIb 43:r:e,n,x,z15 (organism)
404461002	Salmonella IIIb 43:r:z (organism)
404462009	Salmonella IIIb 43:r:z53 (organism)
404465006	Salmonella IIIb 43:z52:z53 (organism)
114833005	Salmonella IIIb 44:g,t:1,5:z42 (organism)
404528006	Salmonella IIIb 47:c:1,5,7 (organism)
404529003	Salmonella IIIb 47:c:e,n,x,z15:(z15) (organism)
404530008	Salmonella IIIb 47:c:z (organism)
404531007	Salmonella IIIb 47:c:z35 (organism)
404532000	Salmonella IIIb 47:i:e,n,x,z15 (organism)
404533005	Salmonella IIIb 47:i:z (organism)
404534004	Salmonella IIIb 47:i:z35 (organism)
404535003	Salmonella IIIb 47:i:z53:(z57) (organism)
404536002	Salmonella IIIb 47:k:1,5,7 (organism)
404537006	Salmonella IIIb 47:k:e,n,x,z15 (organism)
404538001	Salmonella IIIb 47:k:z (organism)
404541005	Salmonella IIIb 47:l,v:1,5,(7) (organism)
404542003	Salmonella IIIb 47:l,v:e,n,x,z15 (organism)
114870001	Salmonella IIIb 47:l,v:z (organism)
404544002	Salmonella IIIb 47:l,v:z53 (organism)
404545001	Salmonella IIIb 47:l,v:z57 (organism)
404547009	Salmonella IIIb 47:r:1,5,7 (organism)
114872009	Salmonella IIIb 47:r:e,n,x,z15 (organism)
404548004	Salmonella IIIb 47:r:z (organism)
404549007	Salmonella IIIb 47:r:z35 (organism)
404550007	Salmonella IIIb 47:r:z53:(z60) (organism)
404551006	Salmonella IIIb 47:z10:1,5,7 (organism)
404552004	Salmonella IIIb 47:z10:z (organism)
404553009	Salmonella IIIb 47:z10:z35 (organism)
404554003	Salmonella IIIb 47:z52:1,5,7 (organism)
404555002	Salmonella IIIb 47:z52:e,n,x,z15 (organism)
404556001	Salmonella IIIb 47:z52:z (organism)
404557005	Salmonella IIIb 47:z52:z35 (organism)
404568005	Salmonella IIIb 48:(k):z53 (organism)
404569002	Salmonella IIIb 48:c:z (organism)
404571002	Salmonella IIIb 48:i:z35:(z57) (organism)
404572009	Salmonella IIIb 48:i:z53 (organism)
114886008	Salmonella IIIb 48:i:z61 (organism)
363760001	Salmonella IIIb 48:k:1,5,(7) (organism)
404574005	Salmonella IIIb 48:k:z35 (organism)
404575006	Salmonella IIIb 48:k:z53 (organism)
404576007	Salmonella IIIb 48:l,v:1,5,(7) (organism)
404577003	Salmonella IIIb 48:l,v:z (organism)
404578008	Salmonella IIIb 48:r:e,n,x,z15 (organism)
404579000	Salmonella IIIb 48:r:z (organism)
114891009	Salmonella IIIb 48:z:1,5,7 (organism)
404580002	Salmonella IIIb 48:z10:e,n,x,z15 (organism)
404581003	Salmonella IIIb 48:z10:z (organism)
114897008	Salmonella IIIb 48:z35:z52 (organism)
404585007	Salmonella IIIb 48:z52:e,n,x,z15 (organism)
404598003	Salmonella IIIb 50:(k):z (organism)
404599006	Salmonella IIIb 50:(k):z35 (organism)
404600009	Salmonella IIIb 50:i:1,5,7 (organism)
404601008	Salmonella IIIb 50:i:e,n,x,z15 (organism)
404602001	Salmonella IIIb 50:i:z (organism)
404603006	Salmonella IIIb 50:k:1,5,7 (organism)
404606003	Salmonella IIIb 50:k:z53 (organism)
404607007	Salmonella IIIb 50:l,v:e,n,x,z15 (organism)
404608002	Salmonella IIIb 50:l,v:z (organism)
404609005	Salmonella IIIb 50:l,v:z35 (organism)
404610000	Salmonella IIIb 50:r:1,5,(7) (organism)
404611001	Salmonella IIIb 50:r:e,n,x,z15 (organism)
404612008	Salmonella IIIb 50:r:z (organism)
404614009	Salmonella IIIb 50:r:z53 (organism)
114916004	Salmonella IIIb 50:z:z52 (organism)
114920000	Salmonella IIIb 50:z10:z (organism)
404615005	Salmonella IIIb 50:z10:z53 (organism)
404620005	Salmonella IIIb 50:z52:1,5,7 (organism)
114924009	Salmonella IIIb 50:z52:z53 (organism)
398435005	Salmonella IIIb 51:k:z35 (organism)
398333002	Salmonella IIIb 51:l,v:z (organism)
398398009	Salmonella IIIb 52:k:z35 (organism)
398395007	Salmonella IIIb 52:k:z53 (organism)
398471006	Salmonella IIIb 52:l,v:z53 (organism)
114944003	Salmonella IIIb 52:z:z52 (organism)
398597003	Salmonella IIIb 53:(k):z35 (organism)
398418006	Salmonella IIIb 53:i:z (organism)
398573007	Salmonella IIIb 53:k:e,n,x,z15 (organism)
398450001	Salmonella IIIb 53:k:z (organism)
114948000	Salmonella IIIb 53:k:z53 (organism)
398469006	Salmonella IIIb 53:l,v:e,n,x,z15 (organism)
398472004	Salmonella IIIb 53:l,v:z35 (organism)
398577008	Salmonella IIIb 53:r:z (organism)
398551000	Salmonella IIIb 53:r:z35 (organism)
114952000	Salmonella IIIb 53:r:z68 (organism)
398531004	Salmonella IIIb 53:z:1,5,(7) (organism)
114954004	Salmonella IIIb 53:z10:z (organism)
398388003	Salmonella IIIb 53:z10:z35 (organism)
398461009	Salmonella IIIb 53:z52:z35 (organism)
398457003	Salmonella IIIb 53:z52:z53 (organism)
114964008	Salmonella IIIb 57:c:e,n,x,z15 (organism)
398372003	Salmonella IIIb 57:c:z:z60 (organism)
398590001	Salmonella IIIb 57:i:e,n,x,z15 (organism)
398520007	Salmonella IIIb 57:i:z (organism)
114965009	Salmonella IIIb 57:k:e,n,x,z15 (organism)
114966005	Salmonella IIIb 57:z10:z (organism)
398525002	Salmonella IIIb 58:i:e,n,x,z15 (organism)
114970002	Salmonella IIIb 58:k:z (organism)
398540000	Salmonella IIIb 58:l,v:e,n,x,z15 (organism)
398392005	Salmonella IIIb 58:r:e,n,x,z15 (organism)
398603000	Salmonella IIIb 58:r:z (organism)
398440002	Salmonella IIIb 58:r:z53:(57) (organism)
114974006	Salmonella IIIb 58:z10:e,n,x,z15 (organism)
114975007	Salmonella IIIb 58:z10:z53 (organism)
398596007	Salmonella IIIb 58:z52:z (organism)
398510002	Salmonella IIIb 58:z52:z35 (organism)
398370006	Salmonella IIIb 59:(k):e,n,x,z15 (organism)
398374002	Salmonella IIIb 59:(k):z (organism)
398379007	Salmonella IIIb 59:(k):z35 (organism)
114977004	Salmonella IIIb 59:c:e,n,x,z15 (organism)
114978009	Salmonella IIIb 59:i:e,n,x,z15 (organism)
398595006	Salmonella IIIb 59:i:z (organism)
398605007	Salmonella IIIb 59:i:z35 (organism)
398474003	Salmonella IIIb 59:k:z53 (organism)
398385000	Salmonella IIIb 59:l,v:z (organism)
398424000	Salmonella IIIb 59:l,v:z53 (organism)
114980003	Salmonella IIIb 59:r:z35 (organism)
398431001	Salmonella IIIb 59:z10:z53 (organism)
398613008	Salmonella IIIb 59:z10:z57 (organism)
114982006	Salmonella IIIb 59:z52:z53 (organism)
398610006	Salmonella IIIb 6,14:b:e,n,x (organism)
398360009	Salmonella IIIb 6,14:k:z (organism)
114382003	Salmonella IIIb 6,14:l,v:z53 (organism)
114391004	Salmonella IIIb 6,14:z10:z53 (organism)
114392006	Salmonella IIIb 6,14:z52:e,n,x,z15 (organism)
398456007	Salmonella IIIb 60:(k):z53 (organism)
398587007	Salmonella IIIb 60:i:e,n,x,z15 (organism)
114985008	Salmonella IIIb 60:i:z (organism)
398382002	Salmonella IIIb 60:i:z35 (organism)
398481005	Salmonella IIIb 60:k:z (organism)
398336005	Salmonella IIIb 60:k:z35 (organism)
398368002	Salmonella IIIb 60:l,v:z (organism)
398407006	Salmonella IIIb 60:r:e,n,x,z15 (organism)
398353003	Salmonella IIIb 60:r:z (organism)
398453004	Salmonella IIIb 60:r:z35 (organism)
398612003	Salmonella IIIb 60:r:z53 (organism)
398340001	Salmonella IIIb 60:z10:z (organism)
398412007	Salmonella IIIb 60:z10:z35 (organism)
114987000	Salmonella IIIb 60:z10:z53 (organism)
398517004	Salmonella IIIb 60:z52:1,5,7 (organism)
398458008	Salmonella IIIb 60:z52:z (organism)
398433003	Salmonella IIIb 60:z52:z35 (organism)
398495008	Salmonella IIIb 60:z52:z53 (organism)
398331000	Salmonella IIIb 61:(k):z53 (organism)
398339003	Salmonella IIIb 61:c:1,5,(7) (organism)
398553002	Salmonella IIIb 61:i:e,n,x,z15 (organism)
398359004	Salmonella IIIb 61:i:z (organism)
398535008	Salmonella IIIb 61:i:z35 (organism)
398373008	Salmonella IIIb 61:k:1,5,(7) (organism)
114990006	Salmonella IIIb 61:k:z35 (organism)
398538005	Salmonella IIIb 61:l,v:z (organism)
398417001	Salmonella IIIb 61:r:1,5,7 (organism)
114991005	Salmonella IIIb 61:r:z (organism)
398502003	Salmonella IIIb 61:r:z35 (organism)
398592009	Salmonella IIIb 61:r:z53 (organism)
398484002	Salmonella IIIb 61:z10:z35 (organism)
398346007	Salmonella IIIb 61:z52:1,5,7 (organism)
398442005	Salmonella IIIb 61:z52:z (organism)
398335009	Salmonella IIIb 61:z52:z35 (organism)
398615001	Salmonella IIIb 65:(k):z (organism)
398512005	Salmonella IIIb 65:(k):z35 (organism)
398581008	Salmonella IIIb 65:(k):z53 (organism)
398580009	Salmonella IIIb 65:c:1,5,7 (organism)
398527005	Salmonella IIIb 65:c:z (organism)
398437002	Salmonella IIIb 65:c:z53 (organism)
398619007	Salmonella IIIb 65:i,v:e,n,x,z15 (organism)
398434009	Salmonella IIIb 65:i:e,n,x,z15 (organism)
398519001	Salmonella IIIb 65:l,v:z (organism)
398416005	Salmonella IIIb 65:l,v:z35 (organism)
398491004	Salmonella IIIb 65:l,v:z53 (organism)
114996000	Salmonella IIIb 65:r:z35 (organism)
398558006	Salmonella IIIb 65:z10:e,n,x,z15 (organism)
398500006	Salmonella IIIb 65:z10:z (organism)
114997009	Salmonella IIIb 65:z52:e,n,x,z15 (organism)
398604006	Salmonella IIIb 65:z52:z (organism)
398397004	Salmonella IIIb 65:z52:z35 (organism)
398496009	Salmonella IIIb 65:z52:z53 (organism)
404401004	Salmonella IIIb, 40:g,z51:e,n,x,z15 (organism)
398618004	Salmonella IIIb, group O:11 (organism)
398477005	Salmonella IIIb, group O:13 (organism)
398347003	Salmonella IIIb, group O:16 (organism)
404279001	Salmonella IIIb, group O:17 (organism)
404298004	Salmonella IIIb, group O:18 (organism)
404314004	Salmonella IIIb, group O:21 (organism)
404336001	Salmonella IIIb, group O:28 (organism)
404345000	Salmonella IIIb, group O:35 (organism)
404370000	Salmonella IIIb, group O:38 (organism)
404398002	Salmonella IIIb, group O:40 (organism)
404417005	Salmonella IIIb, group O:41 (organism)
404434002	Salmonella IIIb, group O:42 (organism)
404456004	Salmonella IIIb, group O:43 (organism)
404471000	Salmonella IIIb, group O:44 (organism)
404494004	Salmonella IIIb, group O:47 (organism)
404563001	Salmonella IIIb, group O:48 (organism)
404592002	Salmonella IIIb, group O:50 (organism)
398377009	Salmonella IIIb, group O:51 (organism)
398566002	Salmonella IIIb, group O:52 (organism)
398544009	Salmonella IIIb, group O:53 (organism)
398343004	Salmonella IIIb, group O:57 (organism)
398375001	Salmonella IIIb, group O:58 (organism)
398541001	Salmonella IIIb, group O:59 (organism)
398509007	Salmonella IIIb, group O:6,14 (organism)
398380005	Salmonella IIIb, group O:60 (organism)
398588002	Salmonella IIIb, group O:61 (organism)
398564004	Salmonella IIIb, group O:65 (organism)
404358004	Salmonella IIIb35:z10:z35 (organism)
404543008	Salmonella IIIb47:l,v:z35 (organism)
61191008	Salmonella Ikayi (organism)
52277009	Salmonella Ikeja (organism)
58845009	Salmonella Ilala (organism)
63015008	Salmonella Ilugun (organism)
114853009	Salmonella Imo (organism)
73981008	Salmonella Inchpark (organism)
44580003	Salmonella India (organism)
2440000	Salmonella Inglis (organism)
57585007	Salmonella Inverness (organism)
55653004	Salmonella Ipeko (organism)
78550009	Salmonella Ipswich (organism)
114605008	Salmonella Irchel (organism)
112311001	Salmonella Irenea (organism)
11893007	Salmonella Irigny (organism)
86467002	Salmonella Itutaba (organism)
114744008	Salmonella IV 1,40:g,t:- (organism)
114747001	Salmonella IV 1,40:g,z51:- (organism)
114758005	Salmonella IV 1,40:z4,z23:- (organism)
114797002	Salmonella IV 1,42:g,z51:- (organism)
114809004	Salmonella IV 1,42:z4,z24:- (organism)
114838001	Salmonella IV 1,44:z4,z32:- (organism)
57887008	Salmonella IV 1,53:g,z51:- (organism)
114955003	Salmonella IV 1,53:z36,z38:- (organism)
114326003	Salmonella IV 11:g,z51:- (organism)
114342005	Salmonella IV 11:z4,z23:- (organism)
14694000	Salmonella IV 11:z4,z32:- (organism)
114419004	Salmonella IV 16:z36:- (organism)
404261000	Salmonella IV 16:z4,z23:- (organism)
114413003	Salmonella IV 16:z4,z32:- (organism)
404293008	Salmonella IV 17:z29:- (organism)
114639007	Salmonella IV 17:z36:- (organism)
51944002	Salmonella IV 18:z36,z38,- (organism)
114653007	Salmonella IV 21:g,z51:- (organism)
114664005	Salmonella IV 21:z36:- (organism)
114665006	Salmonella IV 21:z4,z23:- (organism)
114661002	Salmonella IV 21:z4,z32:- (organism)
86585006	Salmonella IV 38:g,z51:- (organism)
73087009	Salmonella IV 38:z4,z23:- (organism)
78040004	Salmonella IV 40:m,t:- (organism)
404411006	Salmonella IV 40:z4,z32:- (organism)
114786002	Salmonella IV 41:z29:- (organism)
83952001	Salmonella IV 41:z4,z23:- (organism)
114788001	Salmonella IV 41:z52:- (organism)
31210009	Salmonella IV 43:g,z51:- (organism)
404466007	Salmonella IV 43:z29:- (organism)
114829003	Salmonella IV 43:z36,z38:- (organism)
114827001	Salmonella IV 43:z4,z32:- (organism)
40314007	Salmonella IV 43:z4:z24:- (organism)
114831007	Salmonella IV 44:a:- (organism)
114841005	Salmonella IV 44:z29:- (organism)
46340008	Salmonella IV 44:z36,(z38):- (organism)
14528002	Salmonella IV 44:z4,z24:- (organism)
30430002	Salmonella IV 45:g,z51:- (organism)
114861004	Salmonella IV 45:z36,z38:- (organism)
1621003	Salmonella IV 45:z4,z23:- (organism)
114871002	Salmonella IV 47:l,v:- (organism)
114878008	Salmonella IV 47:z36:- (organism)
114885007	Salmonella IV 48:g,z51:- (organism)
114896004	Salmonella IV 48:z29:- (organism)
26621003	Salmonella IV 48:z36,z38:- (organism)
114892002	Salmonella IV 48:z4,z23:- (organism)
18238001	Salmonella IV 48:z4,z32:- (organism)
114903004	Salmonella IV 50:a:- (organism)
114905006	Salmonella IV 50:b:- (organism)
114907003	Salmonella IV 50:d:- (organism)
114910005	Salmonella IV 50:g,z51:- (organism)
20542002	Salmonella IV 50:z4,z24:- (organism)
114919006	Salmonella IV 50:z4,z32:- (organism)
114925005	Salmonella IV 51:a:- (organism)
114927002	Salmonella IV 51:b:- (organism)
398396008	Salmonella IV 51:z4,z23:- (organism)
13998005	Salmonella IV 53:z4,z23:-- (organism)
19605006	Salmonella IV 57:z4,z23:- (organism)
66788002	Salmonella IV 6,14:z4,z23:- (organism)
114504003	Salmonella IV 6,7:g:z51:- (organism)
114527006	Salmonella IV 6,7:z36:- (organism)
114517000	Salmonella IV 6,7:z4,z23:- (organism)
114519002	Salmonella IV 6,7:z4,z24:- (organism)
66385002	Salmonella IV Argentina (organism)
40746009	Salmonella IV Roterberg (organism)
398451002	Salmonella IV, group O:11 (organism)
398526001	Salmonella IV, group O:16 (organism)
404280003	Salmonella IV, group O:17 (organism)
404299007	Salmonella IV, group O:18 (organism)
404315003	Salmonella IV, group O:21 (organism)
404371001	Salmonella IV, group O:38 (organism)
404399005	Salmonella IV, group O:40 (organism)
404418000	Salmonella IV, group O:41 (organism)
404435001	Salmonella IV, group O:42 (organism)
404457008	Salmonella IV, group O:43 (organism)
404472007	Salmonella IV, group O:44 (organism)
404486006	Salmonella IV, group O:45 (organism)
404495003	Salmonella IV, group O:47 (organism)
404564007	Salmonella IV, group O:48 (organism)
404593007	Salmonella IV, group O:50 (organism)
398514006	Salmonella IV, group O:51 (organism)
66773007	Salmonella IV, group O:53 (organism)
7963006	Salmonella IV, group O:57 (organism)
398383007	Salmonella IV, group O:6,14 (organism)
398413002	Salmonella IV, group O:7 (organism)
114406003	Salmonella Ivory (organism)
114922008	Salmonella Ivorycoast (organism)
42061009	Salmonella Jaffna (organism)
49270001	Salmonella Jalisco (organism)
114656004	Salmonella Jambur (organism)
4794005	Salmonella Jedburgh (organism)
398478000	Salmonella Jedburgh var 15+ (organism)
46867005	Salmonella Jericho (organism)
6350000	Salmonella Joal (organism)
47039009	Salmonella Jodhpur (organism)
79617006	Salmonella Jos (organism)
83893008	Salmonella Juba (organism)
45264001	Salmonella Jubilee (organism)
69006005	Salmonella Kabete (organism)
91398003	Salmonella Kaduna (organism)
14219002	Salmonella Kahla (organism)
114308001	Salmonella Kainji (organism)
10749007	Salmonella Kaitaan (organism)
89640003	Salmonella Kalamu (organism)
114551001	Salmonella Kallo (organism)
53459007	Salmonella Kalumburu (organism)
65805004	Salmonella Kamoru (organism)
80563006	Salmonella Kampala (organism)
88455006	Salmonella Kande (organism)
48932004	Salmonella Kandla (organism)
85465004	Salmonella Kaneshie (organism)
114385001	Salmonella Kanifing (organism)
82243005	Salmonella Kaolack (organism)
72514007	Salmonella Karachi (organism)
114926006	Salmonella Karaya (organism)
114428003	Salmonella Karlshamn (organism)
47223005	Salmonella Kassberg (organism)
65633001	Salmonella Kermel (organism)
16845000	Salmonella Keve (organism)
6675008	Salmonella Kibi (organism)
72828006	Salmonella Kidderminster (organism)
1245005	Salmonella Kiel (organism)
7747007	Salmonella Kikoma (organism)
68218004	Salmonella Kimberley (organism)
78280000	Salmonella Kimpese (organism)
114306002	Salmonella Kindia (organism)
6086006	Salmonella Kinondoni (organism)
114307006	Salmonella Kinson (organism)
62866008	Salmonella Kirkee (organism)
87975009	Salmonella Kitenge (organism)
62340001	Salmonella Kivu (organism)
46953000	Salmonella Klouto (organism)
61329007	Salmonella Kodjovi (organism)
43942004	Salmonella Koenigstuhl (organism)
114462003	Salmonella Koessen (organism)
114854003	Salmonella Kofandoka (organism)
83795006	Salmonella Koketime (organism)
23790005	Salmonella Kokoli (organism)
79570007	Salmonella Kokomlemle (organism)
302667009	Salmonella Kolar (organism)
114562001	Salmonella Kolda (organism)
114690008	Salmonella Konolfingen (organism)
32310005	Salmonella Konstanz (organism)
15691000	Salmonella Korbol (organism)
18088003	Salmonella Korlebu (organism)
44834009	Salmonella Korovi (organism)
20567004	Salmonella Kortrijk (organism)
89806001	Salmonella Kotte (organism)
114580005	Salmonella Kotu (organism)
5956005	Salmonella Kouka (organism)
67207001	Salmonella Koumra (organism)
61491002	Salmonella Kpeme (organism)
89423000	Salmonella Kralingen (organism)
28013002	Salmonella Kristianstad (organism)
302751008	Salmonella Krugersdorp (organism)
404480000	Salmonella Kua (organism)
32054007	Salmonella Kubacha (organism)
58946009	Salmonella Kumasi (organism)
302708009	Salmonella Kuntair (organism)
67346002	Salmonella Kuru (organism)
114618000	Salmonella Lamberhurst (organism)
90726003	Salmonella Lamin (organism)
734436009	Salmonella Lamphun (organism)
114437003	Salmonella Lancaster (organism)
46793007	Salmonella Landau (organism)
76337004	Salmonella Langenhorn (organism)
31469004	Salmonella Langensalza (organism)
51706003	Salmonella Lansing (organism)
114389007	Salmonella Laredo (organism)
11577009	Salmonella Lawndale (organism)
84293005	Salmonella Leatherhead (organism)
51820003	Salmonella Lechler (organism)
114956002	Salmonella Leda (organism)
114645004	Salmonella Leer (organism)
51312006	Salmonella Leipzig (organism)
15728008	Salmonella Leith (organism)
7943004	Salmonella Lekke (organism)
25040003	Salmonella Lene (organism)
79344007	Salmonella Leopoldville (organism)
54693005	Salmonella Lerum (organism)
114287007	Salmonella Lexington var 15+ (organism)
114295006	Salmonella Lexington var 15+, 34+ (organism)
114686006	Salmonella Libreville (organism)
90363005	Salmonella Ligeo (organism)
79596009	Salmonella Ligna (organism)
114538006	Salmonella Lille var 14+ (organism)
112308002	Salmonella Lindern (organism)
25939003	Salmonella Lindi (organism)
66161002	Salmonella Linguere (organism)
11750003	Salmonella Lisboa (organism)
31745002	Salmonella Lishabi (organism)
114539003	Salmonella Livingstone var 14+ (organism)
24564002	Salmonella Livulu (organism)
64863004	Salmonella Ljubljana (organism)
114839009	Salmonella Llobregat (organism)
22001003	Salmonella Lockleaze (organism)
54021004	Salmonella Lode (organism)
6768004	Salmonella Lodz (organism)
42355001	Salmonella Loenga (organism)
61355008	Salmonella Logone (organism)
21218005	Salmonella Lokstedt (organism)
398483008	Salmonella Lomalinda (organism)
33765004	Salmonella Lomnava (organism)
114280009	Salmonella London var 15+ (organism)
59316007	Salmonella Losangeles (organism)
114486001	Salmonella Loubomo (organism)
58052007	Salmonella Louga (organism)
40645003	Salmonella Louisiana (organism)
62367007	Salmonella Lovelace (organism)
114432009	Salmonella Lowestoft (organism)
16346007	Salmonella Lubumbashi (organism)
85819008	Salmonella Luckenwalde (organism)
398549004	Salmonella Lutetia (organism)
64674006	Salmonella Lyon (organism)
74649009	Salmonella Macallen (organism)
114599001	Salmonella Macclesfield (organism)
58215003	Salmonella Machaga (organism)
13009006	Salmonella Madelia (organism)
75515002	Salmonella Madiago (organism)
8741006	Salmonella Madigan (organism)
43587008	Salmonella Madison (organism)
69111005	Salmonella Madjorio (organism)
114477006	Salmonella Madras (organism)
114550000	Salmonella Magherafelt (organism)
24270007	Salmonella Magumeri (organism)
45488002	Salmonella Magwa (organism)
302674004	Salmonella Mahina (organism)
78893002	Salmonella Maiduguri (organism)
114828006	Salmonella Makiling (organism)
4867001	Salmonella Malakal (organism)
55107007	Salmonella Malaysia (organism)
71672005	Salmonella Malika (organism)
7516004	Salmonella Malmoe (organism)
14993009	Salmonella Mampeza (organism)
62773005	Salmonella Mandera (organism)
21242009	Salmonella Mango (organism)
114329005	Salmonella Mannheim (organism)
30290002	Salmonella Mara (organism)
15844005	Salmonella Maracaibo (organism)
22590000	Salmonella Maricopa (organism)
40157006	Salmonella Marienthal (organism)
114834004	Salmonella Maritzburg (organism)
45998001	Salmonella Maron (organism)
114338007	Salmonella Maroua (organism)
81807008	Salmonella Marshall (organism)
34778008	Salmonella Maryland (organism)
19958004	Salmonella Marylebone (organism)
81030003	Salmonella Masembe (organism)
114493002	Salmonella Maska (organism)
43409005	Salmonella Massakory (organism)
2599003	Salmonella Massenya (organism)
88149008	Salmonella Matadi (organism)
43352009	Salmonella Mathura (organism)
709136002	Salmonella Maumee (organism)
61531002	Salmonella Mayday (organism)
303216008	Salmonella Mbandaka var 25 (organism)
48229006	Salmonella Meekatharra (organism)
404436000	Salmonella Melbourne (organism)
60651003	Salmonella Meleagridis (organism)
398448009	Salmonella Meleagridis var 15+ (organism)
114291002	Salmonella Meleagridis var 15+, 34+ (organism)
50351007	Salmonella Memphis (organism)
11903004	Salmonella Mesbit (organism)
2203005	Salmonella Meskin (organism)
15091004	Salmonella Messina (organism)
49079007	Salmonella Michigan (organism)
71236007	Salmonella Middlesbrough (organism)
112307007	Salmonella Midway (organism)
44994006	Salmonella Millesi (organism)
76212007	Salmonella Milwaukee (organism)
75114008	Salmonella Mim (organism)
71711000	Salmonella Minna (organism)
114324000	Salmonella Missouri (organism)
114696002	Salmonella Mjordan (organism)
86837000	Salmonella Mkamba (organism)
35244008	Salmonella Mocamedes (organism)
78448004	Salmonella Moero (organism)
114327007	Salmonella Moers (organism)
64705003	Salmonella Mokola (organism)
71733003	Salmonella Molesey (organism)
62686005	Salmonella Mono (organism)
32995008	Salmonella Mons (organism)
65132007	Salmonella Monschaui (organism)
13179007	Salmonella Montreal (organism)
67092009	Salmonella Morehead (organism)
114675009	Salmonella Morillons (organism)
62314007	Salmonella Mornington (organism)
21618001	Salmonella Morocco (organism)
76356009	Salmonella Morotai (organism)
40288001	Salmonella Moroto (organism)
83560005	Salmonella Moualine (organism)
114932001	Salmonella Moundou (organism)
114657008	Salmonella Mountmagnet (organism)
42921006	Salmonella Mountpleasant (organism)
81493008	Salmonella Moussoro (organism)
63734000	Salmonella Mowanjum (organism)
59839006	Salmonella Mpouto (organism)
114273007	Salmonella Muenster var 15+ (organism)
114289005	Salmonella Muenster var 15+,34+ (organism)
5778005	Salmonella Muguga (organism)
78045009	Salmonella Mundonobo (organism)
112288003	Salmonella Mura (organism)
48831005	Salmonella Naestved (organism)
83138004	Salmonella Nagoya (organism)
114499003	Salmonella Namibia (organism)
114876007	Salmonella Namoda (organism)
71991008	Salmonella Nanga (organism)
114606009	Salmonella Nantes (organism)
75048007	Salmonella Nashua (organism)
114588003	Salmonella Natal (organism)
43551001	Salmonella Naware (organism)
398409009	Salmonella Nchanga var 15+ (organism)
29449001	Salmonella Ndjamena (organism)
37549003	Salmonella Neftenbach (organism)
32122000	Salmonella Nessa (organism)
30228001	Salmonella Neudorf (organism)
60527001	Salmonella Neumuenster (organism)
114723008	Salmonella Neunkirchen (organism)
114957006	Salmonella Newholland (organism)
398473009	Salmonella Newlands var 15+, 34+ (organism)
78243006	Salmonella Newmexico (organism)
84518004	Salmonella Newrochelle (organism)
302673005	Salmonella Ngaparou (organism)
87019006	Salmonella Ngili (organism)
27008003	Salmonella Niakhar (organism)
11958001	Salmonella Niamey (organism)
82098006	Salmonella Niarembe (organism)
